Tanggal;Tn;Tx;Tavg;RH_avg;RR;ss;ff_x;ddd_x;ff_avg;ddd_car
12-06-2023;25,4;29,9;27,9;84;;9,8;4;120;3;SE
13-06-2023;25,8;29,9;27,7;84;8888;9,5;5;110;4;SE
14-06-2023;26,4;29,8;27,3;82;0;5,7;5;110;3;SE
15-06-2023;;;;;;;;;;
16-06-2023;25,4;29,4;26,8;82;0;4,5;3;140;2;SE
17-06-2023;24;31;26,1;87;;5,8;3;12;2;SE
18-06-2023;24,2;30,6;26,8;87;;0,2;3;120;1;C 
19-06-2023;24,8;31,4;27,8;76;0;8,4;3;140;1;C 
20-06-2023;24,7;31,5;27;86;8888;7,8;3;120;1;SE
21-06-2023;;30,4;27,1;86;;7,2;3;120;2;SE
22-06-2023;24,6;30,2;27,1;84;0;8,1;4;130;2;SE
23-06-2023;25,2;29,4;26,7;89;7,2;10,3;4;150;1;SE
24-06-2023;24,4;30,1;27,1;82;2;4,3;4;140;2;SE
25-06-2023;24,4;30,4;26,8;84;;10,2;3;180;1;SE
26-06-2023;24,2;30;26,4;84;0;9,8;4;130;2;SE
27-06-2023;24,2;28,4;25,3;91;27,8;9;5;140;3;SE
28-06-2023;;;25,1;91;65,3;0,6;5;140;3;SE
29-06-2023;24,3;29,4;26,9;84;20,9;1,1;5;140;3;SE
30-06-2023;24,2;29,7;27;85;2,6;5;4;120;2;SE
01-07-2023;24,8;29,8;26,9;86;2,5;9,5;4;120;3;SE
02-07-2023;25,2;29,8;26,8;84;1,4;6,8;4;120;3;SE
03-07-2023;25;28,2;25,8;84;8888;6,5;4;110;2;E 
04-07-2023;24,4;29,4;26,1;84;0,1;0,6;4;160;2;SE
05-07-2023;24,3;29,6;26,7;86;8888;7,4;4;130;3;E 
06-07-2023;24,5;27,3;25,6;91;0,5;9;5;160;3;SE
07-07-2023;23,5;27;24,8;91;123,8;0;5;120;2;E 
08-07-2023;23,8;29;26,2;89;10,8;0,2;6;130;3;E 
09-07-2023;24,9;29,4;26,6;90;0,4;2,5;4;120;2;E 
10-07-2023;24,2;29,4;26,2;89;8,8;7;6;120;3;SE
11-07-2023;25,4;29,4;26,9;78;;5,5;5;110;4;SE
12-07-2023;24,8;28,6;26,3;80;0;10,2;4;110;3;SE
13-07-2023;24,4;28,6;;;0,5;10,2;4;120;2;SE
14-07-2023;;;;;;;;;;
15-07-2023;23,4;29;25,9;88;4,5;0,5;4;110;2;E 
16-07-2023;24;29,4;26,2;84;0;5,7;4;110;3;E 
17-07-2023;;28,9;26,1;78;;8,4;4;120;3;E 
18-07-2023;;;25,9;81;;10;5;120;3;SE
19-07-2023;24,8;31,4;26,3;79;0;9,5;4;110;3;E 
20-07-2023;22,6;28,6;24,7;81;0;9,5;6;110;3;E 
21-07-2023;23,2;;25,4;80;0;10;4;110;3;E 
22-07-2023;;29,8;25,3;82;;;4;130;3;SE
23-07-2023;23;28,6;25,9;82;;10,5;6;130;3;SE
24-07-2023;24,4;28,2;25,3;88;0;10;3;130;2;SE
25-07-2023;23,2;;25,2;86;;7,2;3;120;2;SE
26-07-2023;23;28,5;25,2;83;0;6,3;5;120;3;SE
27-07-2023;21,2;32,6;24,4;82;0;10;4;130;2;SE
28-07-2023;22;28,4;24,8;78;;10;5;130;2;SE
29-07-2023;22,8;28,4;24,9;82;0;10;5;120;3;SE
30-07-2023;23,2;28,2;25,6;78;;7,4;6;120;4;SE
31-07-2023;23,8;28;25,5;82;2,9;7,7;5;150;3;E 
